word,result
fi.da,
fi.'da,
fi.di,
fi.'di,
fi.du,
fi.'du,
fi.de,
fi.'de,
fi.do,
fi.'do,
fi.ga,
fi.'ga,
fi.gi,
fi.'gi,
fi.gu,
fi.'gu,
fi.ge,
fi.'ge,
fi.go,
fi.'go,
fi.fa,
fi.'fa,
fi.fi,
fi.'fi,
fi.fu,
fi.'fu,
fi.fe,
fi.'fe,
fi.fo,
fi.'fo,
fi.sa,
fi.'sa,
fi.si,
fi.'si,
fi.su,
fi.'su,
fi.se,
fi.'se,
fi.so,
fi.'so,
fi.xa,1
fi.'xa,
fi.xi,
fi.'xi,
fi.xu,
fi.'xu,
fi.xe,1
fi.'xe,1
fi.xo,1
fi.'xo,1
fi.ma,
fi.'ma,
fi.mi,
fi.'mi,
fi.mu,
fi.'mu,
fi.me,
fi.'me,
fi.mo,
fi.'mo,
fi.na,1
fi.'na,
fi.ni,
fi.'ni,
fi.nu,
fi.'nu,
fi.ne,
fi.'ne,
fi.no,1
fi.'no,
fi.ɲa,
fi.'ɲa,
fi.ɲi,
fi.'ɲi,
fi.ɲu,
fi.'ɲu,
fi.ɲe,
fi.'ɲe,
fi.ɲo,
fi.'ɲo,
fi.ra,
fi.'ra,
fi.ri,
fi.'ri,
fi.ru,
fi.'ru,
fi.re,
fi.'re,
fi.ro,
fi.'ro,
fi.ʧa,1
fi.'ʧa,
fi.ʧi,
fi.'ʧi,
fi.ʧu,
fi.'ʧu,
fi.ʧe,1
fi.'ʧe,1
fi.ʧo,1
fi.'ʧo,1
fi.ʝa,1
fi.'ʝa,
fi.ʝi,
fi.'ʝi,
fi.ʝu,
fi.'ʝu,
fi.ʝe,1
fi.'ʝe,1
fi.ʝo,1
fi.'ʝo,1
fi.wa,
fi.'wa,
fi.wi,
fi.'wi,
fi.wu,
fi.'wu,
fi.we,
fi.'we,
fi.wo,
fi.'wo,
fi.la,1
fi.'la,
fi.li,
fi.'li,
fi.lu,
fi.'lu,
fi.le,
fi.'le,
fi.lo,1
fi.'lo,
fi.ɾa,1
fi.'ɾa,
fi.ɾi,
fi.'ɾi,
fi.ɾu,
fi.'ɾu,
fi.ɾe,
fi.'ɾe,
fi.ɾo,
fi.'ɾo,
fu.pa,
fu.'pa,
fu.pi,
fu.'pi,
fu.pu,
fu.'pu,
fu.pe,
fu.'pe,
fu.po,
fu.'po,
fu.ta,
fu.'ta,
fu.ti,
fu.'ti,
fu.tu,
fu.'tu,
fu.te,
fu.'te,
fu.to,
fu.'to,
fu.ka,
fu.'ka,
fu.ki,
fu.'ki,
fu.ku,
fu.'ku,
fu.ke,
fu.'ke,
fu.ko,
fu.'ko,
fu.ba,
fu.'ba,
fu.bi,
fu.'bi,
fu.bu,
fu.'bu,
fu.be,
fu.'be,
fu.bo,
fu.'bo,
fu.da,
fu.'da,
fu.di,
fu.'di,
fu.du,
fu.'du,
fu.de,
fu.'de,
fu.do,
fu.'do,
fu.ga,1
fu.'ga,
fu.gi,
fu.'gi,
fu.gu,
fu.'gu,
fu.ge,1
fu.'ge,1
fu.go,1
fu.'go,1
fu.fa,
fu.'fa,
fu.fi,
fu.'fi,
fu.fu,
fu.'fu,
fu.fe,
fu.'fe,
fu.fo,
fu.'fo,
fu.sa,
fu.'sa,
fu.si,
fu.'si,
fu.su,
fu.'su,
fu.se,
fu.'se,
fu.so,
fu.'so,
fu.xa,
fu.'xa,
fu.xi,
fu.'xi,
fu.xu,
fu.'xu,
fu.xe,
fu.'xe,
fu.xo,
fu.'xo,
fu.ma,1
fu.'ma,
fu.mi,
fu.'mi,
fu.mu,
fu.'mu,
fu.me,1
fu.'me,1
fu.mo,1
fu.'mo,1
fu.na,
fu.'na,
fu.ni,
fu.'ni,
fu.nu,
fu.'nu,
fu.ne,
fu.'ne,
fu.no,
fu.'no,
fu.ɲa,
fu.'ɲa,
fu.ɲi,
fu.'ɲi,
fu.ɲu,
fu.'ɲu,
fu.ɲe,
fu.'ɲe,
fu.ɲo,
fu.'ɲo,
fu.ra,
fu.'ra,
fu.ri,
fu.'ri,
fu.ru,
fu.'ru,
fu.re,
fu.'re,
fu.ro,
fu.'ro,
fu.ʧa,
fu.'ʧa,
fu.ʧi,
fu.'ʧi,
fu.ʧu,
fu.'ʧu,
fu.ʧe,
fu.'ʧe,
fu.ʧo,
fu.'ʧo,
fu.ʝa,
fu.'ʝa,
fu.ʝi,
fu.'ʝi,
fu.ʝu,
fu.'ʝu,
fu.ʝe,
fu.'ʝe,
fu.ʝo,
fu.'ʝo,
fu.wa,
fu.'wa,
fu.wi,
fu.'wi,
fu.wu,
fu.'wu,
fu.we,
fu.'we,
fu.wo,
fu.'wo,
fu.la,
fu.'la,
fu.li,
fu.'li,
fu.lu,
fu.'lu,
fu.le,
fu.'le,
fu.lo,
fu.'lo,
fu.ɾa,
fu.'ɾa,
fu.ɾi,
fu.'ɾi,
fu.ɾu,
fu.'ɾu,
fu.ɾe,
fu.'ɾe,
fu.ɾo,
fu.'ɾo,
fe.pa,
fe.'pa,
fe.pi,
fe.'pi,
fe.pu,
fe.'pu,
fe.pe,
fe.'pe,
fe.po,
fe.'po,
fe.ta,
fe.'ta,
fe.ti,
fe.'ti,
fe.tu,
fe.'tu,
fe.te,
fe.'te,
fe.to,1
fe.'to,
fe.ka,
fe.'ka,
fe.ki,
fe.'ki,
fe.ku,
fe.'ku,
fe.ke,
fe.'ke,
fe.ko,
fe.'ko,
fe.ba,
fe.'ba,
fe.bi,
fe.'bi,
fe.bu,
fe.'bu,
fe.be,
fe.'be,
fe.bo,
fe.'bo,
fe.da,
fe.'da,
fe.di,
fe.'di,
fe.du,
fe.'du,
fe.de,
fe.'de,
fe.do,
fe.'do,
fe.ga,
fe.'ga,
fe.gi,
fe.'gi,
fe.gu,
fe.'gu,
fe.ge,
fe.'ge,
fe.go,
fe.'go,
fe.fa,
fe.'fa,
fe.fi,
fe.'fi,
fe.fu,
fe.'fu,
fe.fe,
fe.'fe,
fe.fo,
fe.'fo,
fe.sa,
fe.'sa,
fe.si,
fe.'si,
fe.su,
fe.'su,
fe.se,
fe.'se,
fe.so,
fe.'so,
fe.xa,
fe.'xa,
fe.xi,
fe.'xi,
fe.xu,
fe.'xu,
fe.xe,
fe.'xe,
fe.xo,
fe.'xo,
fe.ma,
fe.'ma,
fe.mi,
fe.'mi,
fe.mu,
fe.'mu,
fe.me,
fe.'me,
fe.mo,
fe.'mo,
fe.na,
fe.'na,
fe.ni,
fe.'ni,
fe.nu,
fe.'nu,
fe.ne,
fe.'ne,
fe.no,
fe.'no,
fe.ɲa,
fe.'ɲa,
fe.ɲi,
fe.'ɲi,
fe.ɲu,
fe.'ɲu,
fe.ɲe,
fe.'ɲe,
fe.ɲo,
fe.'ɲo,
fe.ra,
fe.'ra,
fe.ri,
fe.'ri,
fe.ru,
fe.'ru,
fe.re,
fe.'re,
fe.ro,
fe.'ro,
fe.ʧa,1
fe.'ʧa,
fe.ʧi,
fe.'ʧi,
fe.ʧu,
fe.'ʧu,
fe.ʧe,
fe.'ʧe,
fe.ʧo,
fe.'ʧo,
fe.ʝa,
fe.'ʝa,
fe.ʝi,
fe.'ʝi,
fe.ʝu,
fe.'ʝu,
fe.ʝe,
fe.'ʝe,
fe.ʝo,
fe.'ʝo,
fe.wa,
fe.'wa,
fe.wi,
fe.'wi,
fe.wu,
fe.'wu,
fe.we,
fe.'we,
fe.wo,
fe.'wo,
fe.la,
fe.'la,
fe.li,
fe.'li,
fe.lu,
fe.'lu,
fe.le,
fe.'le,
fe.lo,
fe.'lo,
fe.ɾa,
fe.'ɾa,
fe.ɾi,
fe.'ɾi,
fe.ɾu,
fe.'ɾu,
fe.ɾe,
fe.'ɾe,
fe.ɾo,
fe.'ɾo,
fo.pa,
fo.'pa,
fo.pi,
fo.'pi,
fo.pu,
fo.'pu,
fo.pe,
fo.'pe,
fo.po,
fo.'po,
fo.ta,
fo.'ta,
fo.ti,
fo.'ti,
fo.tu,
fo.'tu,
fo.te,
fo.'te,
fo.to,1
fo.'to,
fo.ka,1
fo.'ka,
fo.ki,
fo.'ki,
fo.ku,
fo.'ku,
fo.ke,
fo.'ke,
fo.ko,1
fo.'ko,
fo.ba,
fo.'ba,
fo.bi,
fo.'bi,
fo.bu,
fo.'bu,
fo.be,
fo.'be,
fo.bo,
fo.'bo,
fo.da,
fo.'da,
fo.di,
fo.'di,
fo.du,
fo.'du,
fo.de,
fo.'de,
fo.do,
fo.'do,
fo.ga,
fo.'ga,
fo.gi,
fo.'gi,
fo.gu,
fo.'gu,
fo.ge,
fo.'ge,
fo.go,
fo.'go,
fo.fa,
fo.'fa,
fo.fi,
fo.'fi,
fo.fu,
fo.'fu,
fo.fe,
fo.'fe,
fo.fo,
fo.'fo,
fo.sa,
fo.'sa,
fo.si,
fo.'si,
fo.su,
fo.'su,
fo.se,
fo.'se,
fo.so,
fo.'so,
fo.xa,
fo.'xa,
fo.xi,
fo.'xi,
fo.xu,
fo.'xu,
fo.xe,
fo.'xe,
fo.xo,
fo.'xo,
fo.ma,
fo.'ma,
fo.mi,
fo.'mi,
fo.mu,
fo.'mu,
fo.me,
fo.'me,
fo.mo,
fo.'mo,
fo.na,
fo.'na,
fo.ni,
fo.'ni,
fo.nu,
fo.'nu,
fo.ne,
fo.'ne,
fo.no,
fo.'no,
fo.ɲa,
fo.'ɲa,
fo.ɲi,
fo.'ɲi,
fo.ɲu,
fo.'ɲu,
fo.ɲe,
fo.'ɲe,
fo.ɲo,
fo.'ɲo,
fo.ra,1
fo.'ra,
fo.ri,
fo.'ri,
fo.ru,
fo.'ru,
fo.re,1
fo.'re,1
fo.ro,1
fo.'ro,1
fo.ʧa,
fo.'ʧa,
fo.ʧi,
fo.'ʧi,
fo.ʧu,
fo.'ʧu,
fo.ʧe,
fo.'ʧe,
fo.ʧo,
fo.'ʧo,
fo.ʝa,
fo.'ʝa,
fo.ʝi,
fo.'ʝi,
fo.ʝu,
fo.'ʝu,
fo.ʝe,
fo.'ʝe,
fo.ʝo,
fo.'ʝo,
fo.wa,
fo.'wa,
fo.wi,
fo.'wi,
fo.wu,
fo.'wu,
fo.we,
fo.'we,
fo.wo,
fo.'wo,
fo.la,
fo.'la,
fo.li,
fo.'li,
fo.lu,
fo.'lu,
fo.le,
fo.'le,
fo.lo,
fo.'lo,
fo.ɾa,
fo.'ɾa,
fo.ɾi,
fo.'ɾi,
fo.ɾu,
fo.'ɾu,
fo.ɾe,
fo.'ɾe,
fo.ɾo,
fo.'ɾo,
sa.pa,
sa.'pa,
sa.pi,
sa.'pi,
sa.pu,
sa.'pu,
sa.pe,
sa.'pe,
sa.po,1
sa.'po,
sa.ta,
sa.'ta,
sa.ti,
sa.'ti,
sa.tu,
sa.'tu,
sa.te,
sa.'te,
sa.to,
sa.'to,
sa.ka,1
sa.'ka,
sa.ki,
sa.'ki,
sa.ku,
sa.'ku,
sa.ke,1
sa.'ke,1
sa.ko,1
sa.'ko,1
sa.ba,
sa.'ba,
sa.bi,
sa.'bi,
sa.bu,
sa.'bu,
sa.be,1
sa.'be,
sa.bo,
sa.'bo,
sa.da,
sa.'da,
sa.di,
sa.'di,
sa.du,
sa.'du,
sa.de,
sa.'de,
sa.do,
sa.'do,
sa.ga,1
sa.'ga,
sa.gi,
sa.'gi,
sa.gu,
sa.'gu,
sa.ge,
sa.'ge,
sa.go,
sa.'go,
sa.fa,
sa.'fa,
sa.fi,
sa.'fi,
sa.fu,
sa.'fu,
sa.fe,
sa.'fe,
sa.fo,
sa.'fo,
sa.sa,
sa.'sa,
sa.si,
sa.'si,
sa.su,
sa.'su,
sa.se,
sa.'se,
sa.so,
sa.'so,
sa.xa,
sa.'xa,
sa.xi,
sa.'xi,
sa.xu,
sa.'xu,
sa.xe,
sa.'xe,
sa.xo,
sa.'xo,
sa.ma,
sa.'ma,
sa.mi,
sa.'mi,
sa.mu,
sa.'mu,
sa.me,
sa.'me,
sa.mo,
sa.'mo,
sa.na,1
sa.'na,
sa.ni,
sa.'ni,
sa.nu,
sa.'nu,
sa.ne,
sa.'ne,
sa.no,1
sa.'no,
sa.ɲa,
sa.'ɲa,
sa.ɲi,
sa.'ɲi,
sa.ɲu,
sa.'ɲu,
sa.ɲe,
sa.'ɲe,
sa.ɲo,
sa.'ɲo,
sa.ra,
sa.'ra,
sa.ri,
sa.'ri,
sa.ru,
sa.'ru,
sa.re,
sa.'re,
sa.ro,
sa.'ro,
sa.ʧa,1
sa.'ʧa,
sa.ʧi,
sa.'ʧi,
sa.ʧu,
sa.'ʧu,
sa.ʧe,1
sa.'ʧe,1
sa.ʧo,1
sa.'ʧo,1
sa.ʝa,1
sa.'ʝa,
sa.ʝi,
sa.'ʝi,
sa.ʝu,
sa.'ʝu,
sa.ʝe,
sa.'ʝe,
sa.ʝo,1
sa.'ʝo,
sa.wa,
sa.'wa,
sa.wi,
sa.'wi,
sa.wu,
sa.'wu,
sa.we,
sa.'we,
sa.wo,
sa.'wo,
sa.la,1
sa.'la,
sa.li,
sa.'li,
sa.lu,
sa.'lu,
sa.le,1
sa.'le,
sa.lo,
sa.'lo,
sa.ɾa,
sa.'ɾa,
sa.ɾi,
sa.'ɾi,
sa.ɾu,
sa.'ɾu,
sa.ɾe,
sa.'ɾe,
sa.ɾo,
sa.'ɾo,
si.pa,
si.'pa,
si.pi,
si.'pi,
si.pu,
si.'pu,
si.pe,
si.'pe,
si.po,
si.'po,
si.ta,1
si.'ta,
si.ti,
si.'ti,
si.tu,
si.'tu,
si.te,
si.'te,
si.to,
si.'to,
si.ka,
si.'ka,
si.ki,
si.'ki,
si.ku,
si.'ku,
si.ke,
si.'ke,
si.ko,
si.'ko,
si.ba,
si.'ba,
si.bi,
si.'bi,
si.bu,
si.'bu,
si.be,
si.'be,
si.bo,
si.'bo,
si.da,1
si.'da,
si.di,
si.'di,
si.du,
si.'du,
si.de,
si.'de,
si.do,
si.'do,
si.ga,1
si.'ga,
si.gi,
si.'gi,
si.gu,
si.'gu,
si.ge,1
si.'ge,1
si.go,1
si.'go,1
si.fa,
si.'fa,
si.fi,
si.'fi,
si.fu,
si.'fu,
si.fe,
si.'fe,
si.fo,
si.'fo,
si.sa,
si.'sa,
si.si,
si.'si,
si.su,
si.'su,
si.se,
si.'se,
si.so,
si.'so,
si.xa,
si.'xa,
si.xi,
si.'xi,
si.xu,
si.'xu,
si.xe,
si.'xe,
si.xo,
si.'xo,
si.ma,1
si.'ma,
si.mi,
si.'mi,
si.mu,
si.'mu,
si.me,
si.'me,
si.mo,
si.'mo,
si.na,
si.'na,
si.ni,
si.'ni,
si.nu,
si.'nu,
si.ne,1
si.'ne,
si.no,
si.'no,
si.ɲa,
si.'ɲa,
si.ɲi,
si.'ɲi,
si.ɲu,
si.'ɲu,
si.ɲe,
si.'ɲe,
si.ɲo,
si.'ɲo,
si.ra,
si.'ra,
si.ri,
si.'ri,
si.ru,
si.'ru,
si.re,
si.'re,
si.ro,
si.'ro,
si.ʧa,
si.'ʧa,
si.ʧi,
si.'ʧi,
si.ʧu,
si.'ʧu,
si.ʧe,
si.'ʧe,
si.ʧo,
si.'ʧo,
si.ʝa,1
si.'ʝa,
si.ʝi,
si.'ʝi,
si.ʝu,
si.'ʝu,
si.ʝe,
si.'ʝe,
si.ʝo,
si.'ʝo,
si.wa,
si.'wa,
si.wi,
si.'wi,
si.wu,
si.'wu,
si.we,
si.'we,
si.wo,
si.'wo,
si.la,
si.'la,
si.li,
si.'li,
si.lu,
si.'lu,
si.le,
si.'le,
si.lo,
si.'lo,
si.ɾa,
si.'ɾa,
si.ɾi,
si.'ɾi,
si.ɾu,
si.'ɾu,
si.ɾe,
si.'ɾe,
si.ɾo,
si.'ɾo,
su.pa,
su.'pa,
su.pi,
su.'pi,
su.pu,
su.'pu,
su.pe,1
su.'pe,
su.po,1
su.'po,
su.ta,
su.'ta,
su.ti,
su.'ti,
su.tu,
su.'tu,
su.te,
su.'te,
su.to,
su.'to,
su.ka,
su.'ka,
su.ki,
su.'ki,
su.ku,
su.'ku,
su.ke,
su.'ke,
su.ko,
su.'ko,
su.ba,1
su.'ba,
su.bi,
su.'bi,1
su.bu,
su.'bu,
su.be,1
su.'be,
su.bo,1
su.'bo,
su.da,1
su.'da,
su.di,
su.'di,
su.du,
su.'du,
su.de,1
su.'de,1
su.do,1
su.'do,1
su.ga,
su.'ga,
su.gi,
su.'gi,
su.gu,
su.'gu,
su.ge,
su.'ge,
su.go,
su.'go,
su.fa,
su.'fa,
su.fi,
su.'fi,
su.fu,
su.'fu,
su.fe,
su.'fe,
su.fo,
su.'fo,
su.sa,
su.'sa,
su.si,
su.'si,
su.su,
su.'su,
su.se,
su.'se,
su.so,
su.'so,
su.xa,
su.'xa,
su.xi,
su.'xi,
su.xu,
su.'xu,
su.xe,
su.'xe,
su.xo,
su.'xo,
su.ma,1
su.'ma,
su.mi,
su.'mi,
su.mu,
su.'mu,
su.me,1
su.'me,1
su.mo,1
su.'mo,1
su.na,
su.'na,
su.ni,
su.'ni,
su.nu,
su.'nu,
su.ne,
su.'ne,
su.no,
su.'no,
su.ɲa,
su.'ɲa,
su.ɲi,
su.'ɲi,
su.ɲu,
su.'ɲu,
su.ɲe,
su.'ɲe,
su.ɲo,
su.'ɲo,
su.ra,
su.'ra,
su.ri,
su.'ri,
su.ru,
su.'ru,
su.re,
su.'re,
su.ro,
su.'ro,
su.ʧa,
su.'ʧa,
su.ʧi,
su.'ʧi,
su.ʧu,
su.'ʧu,
su.ʧe,
su.'ʧe,
su.ʧo,
su.'ʧo,
su.ʝa,1
su.'ʝa,
su.ʝi,
su.'ʝi,
su.ʝu,
su.'ʝu,
su.ʝe,
su.'ʝe,
su.ʝo,1
su.'ʝo,
su.wa,
su.'wa,
su.wi,
su.'wi,
su.wu,
su.'wu,
su.we,
su.'we,
su.wo,
su.'wo,
su.la,
su.'la,
su.li,
su.'li,
su.lu,
su.'lu,
su.le,
su.'le,
su.lo,
su.'lo,
su.ɾa,
su.'ɾa,
su.ɾi,
su.'ɾi,
su.ɾu,
su.'ɾu,
su.ɾe,
su.'ɾe,
su.ɾo,
su.'ɾo,
se.pa,1
se.'pa,
se.pi,
se.'pi,
se.pu,
se.'pu,
se.pe,
se.'pe,
se.po,
se.'po,
se.ta,1
se.'ta,
se.ti,
se.'ti,
se.tu,
se.'tu,
se.te,
se.'te,
se.to,
se.'to,
se.ka,1
se.'ka,
se.ki,
se.'ki,
se.ku,
se.'ku,
se.ke,1
se.'ke,1
se.ko,1
se.'ko,1
se.ba,
se.'ba,
se.bi,
se.'bi,
se.bu,
se.'bu,
se.be,
se.'be,
se.bo,
se.'bo,
se.da,1
se.'da,
se.di,
se.'di,
se.du,
se.'du,
se.de,1
se.'de,1
se.do,1
se.'do,1
se.ga,1
se.'ga,
se.gi,
se.'gi,
se.gu,
se.'gu,
se.ge,1
se.'ge,1
se.go,1
se.'go,1
se.fa,
se.'fa,
se.fi,
se.'fi,
se.fu,
se.'fu,
se.fe,
se.'fe,
se.fo,
se.'fo,
se.sa,
se.'sa,
se.si,
se.'si,
se.su,
se.'su,
se.se,
se.'se,
se.so,
se.'so,
se.xa,1
se.'xa,
se.xi,
se.'xi,
se.xu,
se.'xu,
se.xe,
se.'xe,
se.xo,
se.'xo,
se.ma,
se.'ma,
se.mi,
se.'mi,
se.mu,
se.'mu,
se.me,
se.'me,
se.mo,
se.'mo,
se.na,1
se.'na,
se.ni,
se.'ni,
se.nu,
se.'nu,
se.ne,
se.'ne,1
se.no,
se.'no,1
se.ɲa,
se.'ɲa,
se.ɲi,
se.'ɲi,
se.ɲu,
se.'ɲu,
se.ɲe,
se.'ɲe,
se.ɲo,1
se.'ɲo,
se.ra,1
se.'ra,
se.ri,
se.'ri,
se.ru,
se.'ru,
se.re,1
se.'re,1
se.ro,1
se.'ro,1
se.ʧa,
se.'ʧa,
se.ʧi,
se.'ʧi,
se.ʧu,
se.'ʧu,
se.ʧe,
se.'ʧe,
se.ʧo,
se.'ʧo,
se.ʝa,
se.'ʝa,
se.ʝi,
se.'ʝi,
se.ʝu,
se.'ʝu,
se.ʝe,
se.'ʝe,
se.ʝo,
se.'ʝo,
se.wa,
se.'wa,
se.wi,
se.'wi,
se.wu,
se.'wu,
se.we,
se.'we,
se.wo,
se.'wo,
se.la,
se.'la,
se.li,
se.'li,
se.lu,
se.'lu,
se.le,
se.'le,
se.lo,
se.'lo,
se.ɾa,1
se.'ɾa,
se.ɾi,
se.'ɾi,
se.ɾu,
se.'ɾu,
se.ɾe,
se.'ɾe,
se.ɾo,1
se.'ɾo,
so.pa,1
so.'pa,
so.pi,
so.'pi,
so.pu,
so.'pu,
so.pe,
so.'pe,
so.po,
so.'po,
so.ta,
so.'ta,
so.ti,
so.'ti,
so.tu,
so.'tu,
so.te,
so.'te,
so.to,
so.'to,
so.ka,
so.'ka,
so.ki,
so.'ki,
so.ku,
so.'ku,
so.ke,
so.'ke,
so.ko,
so.'ko,
so.ba,1
so.'ba,
so.bi,
so.'bi,
so.bu,
so.'bu,
so.be,
so.'be,
so.bo,
so.'bo,
so.da,
so.'da,
so.di,
so.'di,
so.du,
so.'du,
so.de,
so.'de,
so.do,
so.'do,
so.ga,
so.'ga,
so.gi,
so.'gi,
so.gu,
so.'gu,
so.ge,
so.'ge,
so.go,
so.'go,
so.fa,
so.'fa,1
so.fi,
so.'fi,
so.fu,
so.'fu,
so.fe,
so.'fe,
so.fo,
so.'fo,
so.sa,1
so.'sa,
so.si,
so.'si,
so.su,
so.'su,
so.se,
so.'se,
so.so,1
so.'so,
so.xa,
so.'xa,
so.xi,
so.'xi,
so.xu,
so.'xu,
so.xe,
so.'xe,
so.xo,
so.'xo,
so.ma,
so.'ma,
so.mi,
so.'mi,
so.mu,
so.'mu,
so.me,
so.'me,
so.mo,
so.'mo,
so.na,1
so.'na,
so.ni,
so.'ni,
so.nu,
so.'nu,
so.ne,1
so.'ne,1
so.no,1
so.'no,1
so.ɲa,
so.'ɲa,
so.ɲi,
so.'ɲi,
so.ɲu,
so.'ɲu,
so.ɲe,
so.'ɲe,1
so.ɲo,
so.'ɲo,1
so.ra,
so.'ra,
so.ri,
so.'ri,
so.ru,
so.'ru,
so.re,
so.'re,
so.ro,
so.'ro,
so.ʧa,
so.'ʧa,
so.ʧi,
so.'ʧi,
so.ʧu,
so.'ʧu,
so.ʧe,
so.'ʧe,
so.ʧo,
so.'ʧo,
so.ʝa,1
so.'ʝa,
so.ʝi,
so.'ʝi,
so.ʝu,
so.'ʝu,
so.ʝe,
so.'ʝe,
so.ʝo,
so.'ʝo,
so.wa,
so.'wa,
so.wi,
so.'wi,
so.wu,
so.'wu,
so.we,
so.'we,
so.wo,
so.'wo,
so.la,1
so.'la,
so.li,
so.'li,1
so.lu,
so.'lu,
so.le,
so.'le,
so.lo,1
so.'lo,
so.ɾa,
so.'ɾa,
so.ɾi,
so.'ɾi,
so.ɾu,
so.'ɾu,
so.ɾe,
so.'ɾe,
so.ɾo,
so.'ɾo,
xa.pa,
xa.'pa,
xa.pi,
xa.'pi,
xa.pu,
xa.'pu,
xa.pe,
xa.'pe,
xa.po,
xa.'po,
xa.ta,
xa.'ta,
xa.ti,
xa.'ti,
xa.tu,
xa.'tu,
xa.te,
xa.'te,
xa.to,
xa.'to,
xa.ka,
xa.'ka,
xa.ki,
xa.'ki,
xa.ku,
xa.'ku,
xa.ke,
xa.'ke,
xa.ko,
xa.'ko,
xa.ba,
xa.'ba,
xa.bi,
xa.'bi,
xa.bu,
xa.'bu,
xa.be,
xa.'be,
xa.bo,
xa.'bo,
xa.da,
xa.'da,
xa.di,
xa.'di,
xa.du,
xa.'du,
xa.de,
xa.'de,
xa.do,
xa.'do,
xa.ga,
xa.'ga,
xa.gi,
xa.'gi,
xa.gu,
xa.'gu,
xa.ge,
xa.'ge,
xa.go,
xa.'go,
xa.fa,
xa.'fa,
xa.fi,
xa.'fi,
xa.fu,
xa.'fu,
xa.fe,
xa.'fe,
xa.fo,
xa.'fo,
xa.sa,
xa.'sa,
xa.si,
xa.'si,
xa.su,
xa.'su,
xa.se,
xa.'se,
xa.so,
xa.'so,
xa.xa,
xa.'xa,
xa.xi,
xa.'xi,
xa.xu,
xa.'xu,
xa.xe,
xa.'xe,
xa.xo,
xa.'xo,
xa.ma,
xa.'ma,
xa.mi,
xa.'mi,
xa.mu,
xa.'mu,
xa.me,
xa.'me,
xa.mo,
xa.'mo,
xa.na,
xa.'na,
xa.ni,
xa.'ni,
xa.nu,
xa.'nu,
xa.ne,
xa.'ne,
xa.no,
xa.'no,
xa.ɲa,
xa.'ɲa,
xa.ɲi,
xa.'ɲi,
xa.ɲu,
xa.'ɲu,
xa.ɲe,
xa.'ɲe,
xa.ɲo,
xa.'ɲo,
xa.ra,1
xa.'ra,
xa.ri,
xa.'ri,
xa.ru,
xa.'ru,
xa.re,
xa.'re,
xa.ro,1
xa.'ro,
xa.ʧa,
xa.'ʧa,
xa.ʧi,
xa.'ʧi,
xa.ʧu,
xa.'ʧu,
xa.ʧe,
xa.'ʧe,
xa.ʧo,
xa.'ʧo,
xa.ʝa,
xa.'ʝa,
xa.ʝi,
xa.'ʝi,
xa.ʝu,
xa.'ʝu,
xa.ʝe,
xa.'ʝe,
xa.ʝo,
xa.'ʝo,
xa.wa,
xa.'wa,
xa.wi,
xa.'wi,
xa.wu,
xa.'wu,
xa.we,
xa.'we,
xa.wo,
xa.'wo,
xa.la,1
xa.'la,
xa.li,
xa.'li,
xa.lu,
xa.'lu,
xa.le,1
xa.'le,1
xa.lo,1
xa.'lo,1
xa.ɾa,
xa.'ɾa,
xa.ɾi,
xa.'ɾi,
xa.ɾu,
xa.'ɾu,
xa.ɾe,
xa.'ɾe,
xa.ɾo,
xa.'ɾo,
xi.pa,
xi.'pa,
xi.pi,
xi.'pi,
xi.pu,
xi.'pu,
xi.pe,
xi.'pe,
xi.po,
xi.'po,
xi.ta,
xi.'ta,
xi.ti,
xi.'ti,
xi.tu,
xi.'tu,
xi.te,
xi.'te,
xi.to,
xi.'to,
xi.ka,
xi.'ka,
xi.ki,
xi.'ki,
xi.ku,
xi.'ku,
xi.ke,
xi.'ke,
xi.ko,
xi.'ko,
xi.ba,
xi.'ba,
xi.bi,
xi.'bi,
xi.bu,
xi.'bu,
xi.be,
xi.'be,
xi.bo,
xi.'bo,
xi.da,
xi.'da,
xi.di,
xi.'di,
xi.du,
xi.'du,
xi.de,
xi.'de,
xi.do,
xi.'do,
xi.ga,
xi.'ga,
xi.gi,
xi.'gi,
xi.gu,
xi.'gu,
xi.ge,
xi.'ge,
xi.go,
xi.'go,
xi.fa,
xi.'fa,
xi.fi,
xi.'fi,
xi.fu,
xi.'fu,
xi.fe,
xi.'fe,
xi.fo,
xi.'fo,
xi.sa,
xi.'sa,
xi.si,
xi.'si,
xi.su,
xi.'su,
xi.se,
xi.'se,
xi.so,
xi.'so,
xi.xa,
xi.'xa,
xi.xi,
xi.'xi,
xi.xu,
xi.'xu,
xi.xe,
xi.'xe,
xi.xo,
xi.'xo,
xi.ma,
xi.'ma,
xi.mi,
xi.'mi,
xi.mu,
xi.'mu,
xi.me,1
xi.'me,
xi.mo,
xi.'mo,
xi.na,
xi.'na,
xi.ni,
xi.'ni,
xi.nu,
xi.'nu,
xi.ne,
xi.'ne,
xi.no,
xi.'no,
xi.ɲa,
xi.'ɲa,
xi.ɲi,
xi.'ɲi,
xi.ɲu,
xi.'ɲu,
xi.ɲe,1
xi.'ɲe,
xi.ɲo,
xi.'ɲo,
xi.ra,
xi.'ra,
xi.ri,
xi.'ri,
xi.ru,
xi.'ru,
xi.re,
xi.'re,
xi.ro,
xi.'ro,
xi.ʧa,
xi.'ʧa,
xi.ʧi,
xi.'ʧi,
xi.ʧu,
